Model,Seed,MAX_CANDS,best_b_cbf,coverage_rate,feasible_nDCG@10,feasible_HR@10,feasible_MRR@10,feasible_cases,total_cases,best_b,cbf_model,cf_model,blend_method,method_params,is_selected_best,blend_params,explanation_type,explanation_distribution,reason_th,topk_longtail_rate_mean_x,topk_avg_popularity_mean_x,coverage_item_catalog_rate,faithfulness_mean_rank_drop,model_family,model_name,run_id,config_hash,xai_conf_mean,xai_coverage_rate_topk,xai_balanced_rate,xai_faithfulness_drop_mean,topk_longtail_rate_mean_y,topk_avg_popularity_mean_y,ndcg_cold_mean,ndcg_heavy_mean,ndcg_mid_mean,hr_cold_mean,hr_heavy_mean,hr_mid_mean,mrr_cold_mean,mrr_heavy_mean,mrr_mid_mean
CF-SVD,123,200,,1.0,0.6826063299857992,0.9551282051282052,0.5968482905982906,156,156,0.3,,,,,True,,,,,,,,,CF,SVD,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-SVD,999,200,,1.0,0.6983355418617138,0.9358974358974359,0.6227640415140415,156,156,0.3,,,,,True,,,,,,,,,CF,SVD,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-SVD,2024,200,,1.0,0.6859888877324517,0.967948717948718,0.5962199837199836,156,156,0.3,,,,,True,,,,,,,,,CF,SVD,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-SVD,555,200,,1.0,0.7219650564313453,0.9743589743589743,0.6425951363451364,156,156,0.3,,,,,True,,,,,,,,,CF,SVD,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,42,50,,1.0,0.42491587516435686,0.7756410256410257,0.3150322308410546,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,123,50,,1.0,0.3889509380393385,0.7243589743589743,0.2841663374751612,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,999,50,,1.0,0.4306913556103167,0.7756410256410257,0.32309649040418287,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,2024,50,,1.0,0.39597998489271324,0.7243589743589743,0.2933488143329773,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,555,50,,1.0,0.42435160608375266,0.7884615384615384,0.3100304306469468,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,42,100,,1.0,0.4160512273029484,0.7692307692307693,0.3063205477872662,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,123,100,,1.0,0.3626294918167753,0.6858974358974359,0.262142990451814,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,999,100,,1.0,0.3973426311038456,0.717948717948718,0.2965821749475597,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,2024,100,,1.0,0.37307572340278883,0.6923076923076923,0.2732590394355102,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,555,100,,1.0,0.41042918544398677,0.7564102564102564,0.30242631823514204,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,42,200,,1.0,0.41006434372494976,0.75,0.30426384903939113,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,123,200,,1.0,0.36864125589374536,0.6858974358974359,0.2698860599104707,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,999,200,,1.0,0.4004532463513578,0.717948717948718,0.3006422227010464,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,2024,200,,1.0,0.3790982443324244,0.6923076923076923,0.2813500350830669,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-ItemKNN,555,200,,1.0,0.409777912514584,0.7628205128205128,0.29985588297239907,156,156,0.3,,,,,True,,,,,,,,,CF,ItemKNN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,42,50,,1.0,0.6113064031683566,0.8397435897435898,0.540900997150997,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,123,50,,1.0,0.5318399520892451,0.7756410256410257,0.4582646520146521,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,999,50,,1.0,0.5997709647344525,0.8461538461538461,0.5226750101750101,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,2024,50,,1.0,0.5263523795819091,0.7692307692307693,0.4512006512006515,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,555,50,,1.0,0.6180713064829756,0.9038461538461539,0.5311685999186,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,42,100,,1.0,0.6341774695022736,0.8653846153846154,0.5632605820105818,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,123,100,,1.0,0.5277264657938845,0.7307692307692307,0.4658221408221409,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,999,100,,1.0,0.5979114767458841,0.8461538461538461,0.5212555962555963,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,2024,100,,1.0,0.5292950659683279,0.7692307692307693,0.4562983312983316,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,555,100,,1.0,0.6002669481964449,0.8397435897435898,0.5267373829873833,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,42,200,,1.0,0.6160002840379709,0.8333333333333334,0.5487408424908423,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,123,200,,1.0,0.520236487789642,0.7435897435897436,0.4520044770044771,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,999,200,,1.0,0.5769511867310991,0.8076923076923077,0.5045431420431422,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,2024,200,,1.0,0.5397148272951939,0.7884615384615384,0.46402370777370794,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-NCF,555,200,,1.0,0.6144186789570478,0.8461538461538461,0.5439611314611315,156,156,0.3,,,,,True,,,,,,,,,CF,NCF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,42,50,,1.0,0.7270699847581107,0.967948717948718,0.6500839438339435,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,123,50,,1.0,0.69926364837507,0.9551282051282052,0.6185057997558001,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,999,50,,1.0,0.7503790093529867,0.9615384615384616,0.6819240944240944,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,2024,50,,1.0,0.7515829462310525,0.9807692307692307,0.678238196988197,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,555,50,,1.0,0.7518905672994068,0.9615384615384616,0.6834274521774522,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,42,100,,1.0,0.7676308541249309,0.9551282051282052,0.7078576516076514,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,123,100,,1.0,0.685843179772193,0.9487179487179487,0.6022613960113959,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,999,100,,1.0,0.7557531583410318,0.9743589743589743,0.6851215913715912,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,2024,100,,1.0,0.7371912124553183,0.9487179487179487,0.6682819495319493,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,555,100,,1.0,0.7463394118252459,0.9807692307692307,0.6705713268213269,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,42,200,,1.0,0.7529322297708436,0.9743589743589743,0.6832137769637769,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,123,200,,1.0,0.6998494910942704,0.967948717948718,0.6149343711843712,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,999,200,,1.0,0.7187943736412362,0.9551282051282052,0.6427045177045178,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,2024,200,,1.0,0.7594626727240537,0.9743589743589743,0.6895706145706144,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
CF-LightGCN,555,200,,1.0,0.7540501353514275,0.9743589743589743,0.6834096459096458,156,156,0.08,,,,,True,,,,,,,,,CF,LightGCN,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,42,50,,1.0,0.24607142225727408,0.4230769230769231,0.1921157875492241,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,42,100,,1.0,0.23661890249353695,0.3974358974358974,0.1874923370755712,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,42,200,,1.0,0.23661890249353695,0.3974358974358974,0.1874923370755712,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,123,50,,1.0,0.22024835091462522,0.4166666666666667,0.16066007634238164,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,123,100,,1.0,0.21339065295792503,0.3974358974358974,0.15745883858232035,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,123,200,,1.0,0.21339065295792503,0.3974358974358974,0.15745883858232035,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,999,50,,1.0,0.22832906042884907,0.42948717948717946,0.16713223721142276,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,999,100,,1.0,0.21962067680069736,0.40384615384615385,0.16326765918186495,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,999,200,,1.0,0.21962067680069736,0.40384615384615385,0.16326765918186495,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,2024,50,,1.0,0.20456246406052764,0.391025641025641,0.14801053459960345,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,2024,100,,1.0,0.20057873188223072,0.3782051282051282,0.14643782611900022,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,2024,200,,1.0,0.20057873188223072,0.3782051282051282,0.14643782611900022,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,555,50,,1.0,0.27331356407010354,0.47435897435897434,0.21204573560342788,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,555,100,,1.0,0.2677547642567512,0.46153846153846156,0.20889434639434634,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Global,555,200,,1.0,0.2677547642567512,0.46153846153846156,0.20889434639434634,156,156,,,,,,True,,,,,,,,,POP,GlobalMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,42,50,,1.0,0.24607142225727408,0.4230769230769231,0.1921157875492241,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,42,100,,1.0,0.23661890249353695,0.3974358974358974,0.1874923370755712,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,42,200,,1.0,0.23661890249353695,0.3974358974358974,0.1874923370755712,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,123,50,,1.0,0.22024835091462522,0.4166666666666667,0.16066007634238164,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,123,100,,1.0,0.21339065295792503,0.3974358974358974,0.15745883858232035,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,123,200,,1.0,0.21339065295792503,0.3974358974358974,0.15745883858232035,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,999,50,,1.0,0.22832906042884907,0.42948717948717946,0.16713223721142276,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,999,100,,1.0,0.21962067680069736,0.40384615384615385,0.16326765918186495,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,999,200,,1.0,0.21962067680069736,0.40384615384615385,0.16326765918186495,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,2024,50,,1.0,0.20456246406052764,0.391025641025641,0.14801053459960345,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,2024,100,,1.0,0.20057873188223072,0.3782051282051282,0.14643782611900022,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,2024,200,,1.0,0.20057873188223072,0.3782051282051282,0.14643782611900022,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,555,50,,1.0,0.27331356407010354,0.47435897435897434,0.21204573560342788,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,555,100,,1.0,0.2677547642567512,0.46153846153846156,0.20889434639434634,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
POP-Context,555,200,,1.0,0.2677547642567512,0.46153846153846156,0.20889434639434634,156,156,,,,,,True,,,,,,,,,POP,ContextMostPopular,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,50,,1.0,0.8161453699283191,0.9615384615384616,0.7673585673585674,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,50,,1.0,0.8232695166877361,0.967948717948718,0.7750043048119973,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,50,,1.0,0.7556348904989993,0.9551282051282052,0.6912011599511597,156,156,,multilingual-e5-large,LightGCN,Switching,kw_hit>=0.5->CBF,False,,,,,,,,,HYBRID,Switching,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,50,,1.0,0.8274324064082157,0.9743589743589743,0.778329772079772,156,156,,multilingual-e5-large,LightGCN,RRF,k_rrf=30,True,,,,,,,,,HYBRID,RRF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,100,,1.0,0.8553684550132792,0.9743589743589743,0.8164019016186199,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,100,,1.0,0.8609839654898699,0.9871794871794872,0.819884185566491,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,100,,1.0,0.759538669108164,0.9487179487179487,0.6985169922669924,156,156,,multilingual-e5-large,LightGCN,Switching,kw_hit>=0.5->CBF,False,,,,,,,,,HYBRID,Switching,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,100,,1.0,0.8623175994343006,0.9871794871794872,0.8209808709808709,156,156,,multilingual-e5-large,LightGCN,RRF,k_rrf=10,True,,,,,,,,,HYBRID,RRF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,200,,1.0,0.7968092762168519,0.9615384615384616,0.7433896640061799,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,200,,1.0,0.7951326766418091,0.967948717948718,0.7387519406184564,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,200,,1.0,0.7469792209388186,0.9551282051282052,0.6808201058201059,156,156,,multilingual-e5-large,LightGCN,Switching,kw_hit>=0.5->CBF,False,,,,,,,,,HYBRID,Switching,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,42,200,,1.0,0.8179130181022433,0.9935897435897436,0.761302355052355,156,156,,multilingual-e5-large,LightGCN,RRF,k_rrf=10,True,,,,,,,,,HYBRID,RRF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,50,,1.0,0.7734406653662064,0.9807692307692307,0.704898484706177,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,50,,1.0,0.7815557166632571,0.9807692307692307,0.7154512154512155,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,50,,1.0,0.7257335533454317,0.9615384615384616,0.6503103378103379,156,156,,multilingual-e5-large,LightGCN,Switching,kw_hit>=0.5->CBF,False,,,,,,,,,HYBRID,Switching,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,50,,1.0,0.7922527442385625,1.0,0.7233160358160357,156,156,,multilingual-e5-large,LightGCN,RRF,k_rrf=10,True,,,,,,,,,HYBRID,RRF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,100,,1.0,0.8015737670216572,0.9551282051282052,0.7503103378103377,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,100,,1.0,0.7958208670041728,0.9551282051282052,0.7424908424908427,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,100,,1.0,0.7274586687987673,0.9487179487179487,0.6559065934065936,156,156,,multilingual-e5-large,LightGCN,Switching,kw_hit>=0.5->CBF,False,,,,,,,,,HYBRID,Switching,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,100,,1.0,0.8234076593651551,0.9871794871794872,0.7686609686609687,156,156,,multilingual-e5-large,LightGCN,RRF,k_rrf=10,True,,,,,,,,,HYBRID,RRF,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,200,,1.0,0.7679471833812441,0.9487179487179487,0.709099002849003,156,156,,multilingual-e5-large,LightGCN,WeightedSum,alpha=0.00,False,,,,,,,,,HYBRID,WeightedSum,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
Hybrid-multilingual-e5-large-LightGCN,123,200,,1.0,0.7823607139734812,0.9615384615384616,0.7233945719522645,156,156,,multilingual-e5-large,LightGCN,Cascade,threshold=0.30,False,,,,,,,,,HYBRID,Cascade,3761e57c-42ed-41ff-911f-34561beb1d4b,d3fca8b239cb,,,,,,,,,,,,,,,
